Customer_ID,Name,Age,Gender,City,Product,Price,Quantity,Payment_Mode,Purchase_Date
67,Chetan,,Female,Chennai,Laptop,13449,5,Card,29-10-2023
68,Esha,,Female,Hyderabad,Mobile,3029,3,Cash,31-10-2023
69,Bala,42,Female,Hyderabad,Laptop,10075,1,Cash,12-06-2023
70,Arun,,Female,Bangalore,Mobile,29230,1,Card,10-06-2023
71,Arun,31,Male,Chennai,Headphones,33369,2,Card,30-09-2023
72,Arun,47,Male,Chennai,Tablet,25454,2,Card,12-06-2023
73,Bala,37,Male,Kochi,Camera,18245,2,Card,20-02-2023
74,Arun,,Female,Trivandrum,Headphones,46243,1,Cash,30-08-2023
75,Isha,45,Female,Kochi,Laptop,16323,1,Cash,07-07-2023
76,Jaya,19,Female,Hyderabad,Headphones,23412,2,Cash,08-11-2023
77,Jaya,,Male,Kochi,Mobile,34478,4,UPI,02-06-2023
78,Chetan,29,Female,Hyderabad,Tablet,45671,3,Cash,02-04-2023
79,Arun,60,Male,Hyderabad,Camera,44861,4,Cash,19-08-2023
80,Esha,45,Male,Trivandrum,Mobile,16184,1,Card,21-10-2023
81,Divya,42,Female,Bangalore,Headphones,48741,2,UPI,29-12-2023
82,Divya,,Male,Hyderabad,Camera,37706,2,Card,05-08-2023
83,Hari,,Female,Kochi,Laptop,14921,5,UPI,01-04-2023
84,Jaya,30,Male,Bangalore,Tablet,14853,5,Cash,25-07-2023
85,Chetan,,Male,Trivandrum,Laptop,10539,5,Cash,21-10-2023
86,Farhan,54,Female,Trivandrum,Mobile,9990,3,UPI,16-04-2023
87,Jaya,,Male,Chennai,Laptop,45384,1,Card,27-05-2023
88,Jaya,32,Female,Bangalore,Headphones,39262,5,Cash,23-11-2023
89,Jaya,26,Male,Hyderabad,Tablet,19104,2,UPI,26-09-2023
90,Farhan,55,Male,Trivandrum,Headphones,34986,4,Cash,06-05-2023
91,Divya,45,Male,Chennai,Mobile,40863,2,Card,15-04-2023
92,Isha,,Female,Bangalore,Headphones,3342,2,Cash,13-11-2023
93,Isha,,Male,Chennai,Headphones,34731,5,Cash,24-11-2023
94,Hari,39,Female,Hyderabad,Laptop,23392,2,Cash,07-07-2023
95,Isha,,Female,Chennai,Camera,3392,5,UPI,04-04-2023
96,Bala,,Male,Trivandrum,Camera,862,3,UPI,11-08-2023
97,Gopi,,Female,Trivandrum,Laptop,47671,5,UPI,06-09-2023
98,Divya,36,Female,Bangalore,Laptop,37859,5,UPI,18-04-2023
99,Hari,45,Female,Chennai,Camera,11133,4,Card,24-02-2023
100,Farhan,,Male,Hyderabad,Headphones,39008,5,Card,22-12-2023
101,Arun,21,Female,Chennai,Mobile,47867,2,UPI,26-07-2023
102,Esha,39,Female,Chennai,Camera,21618,5,Cash,12-02-2023
103,Chetan,,Female,Kochi,Tablet,42929,1,Card,17-08-2023
104,Gopi,,Female,Chennai,Mobile,20544,3,UPI,11-06-2023
105,Isha,,Female,Chennai,Camera,19150,4,Card,24-01-2023
106,Divya,26,Female,Chennai,Camera,26655,4,UPI,30-05-2023
107,Divya,,Male,Kochi,Laptop,15589,1,UPI,02-02-2023
108,Arun,,Female,Trivandrum,Mobile,3832,5,Cash,28-06-2023
109,Chetan,47,Female,Kochi,Tablet,1682,4,UPI,12-07-2023
110,Jaya,,Male,Kochi,Headphones,35579,2,Cash,15-07-2023
111,Esha,54,Female,Hyderabad,Camera,8449,3,UPI,31-12-2023
112,Chetan,34,Male,Kochi,Tablet,30976,1,UPI,06-11-2023
113,Isha,,Male,Trivandrum,Headphones,8669,3,Cash,04-02-2023
114,Hari,57,Male,Kochi,Laptop,13822,4,Cash,25-02-2023
115,Jaya,,Male,Kochi,Mobile,31391,3,UPI,24-12-2023
116,Chetan,,Male,Chennai,Tablet,13088,1,Card,25-09-2023
117,Isha,,Male,Trivandrum,Headphones,44660,1,Cash,27-06-2023
118,Jaya,33,Female,Kochi,Laptop,22614,1,UPI,15-09-2023
119,Chetan,39,Male,Bangalore,Headphones,11958,5,Card,10-07-2023
120,Chetan,33,Male,Chennai,Laptop,1427,4,Card,04-12-2023
121,Divya,52,Female,Trivandrum,Headphones,17811,2,Card,13-09-2023
122,Isha,,Female,Hyderabad,Camera,23491,3,Cash,20-04-2023
123,Bala,,Male,Trivandrum,Laptop,11056,5,Card,16-05-2023
124,Isha,53,Female,Trivandrum,Camera,42203,3,UPI,03-04-2023
125,Esha,59,Female,Bangalore,Laptop,31452,3,Card,20-12-2023
126,Hari,35,Female,Bangalore,Laptop,4459,5,UPI,01-09-2023
127,Farhan,,Female,Bangalore,Laptop,30868,3,Card,29-09-2023
128,Isha,,Male,Chennai,Camera,45412,4,Card,27-03-2023
129,Chetan,,Male,Hyderabad,Camera,32162,2,Card,23-11-2023
130,Jaya,,Male,Kochi,Camera,3399,3,Card,18-04-2023
131,Bala,,Female,Hyderabad,Tablet,9243,3,UPI,12-06-2023
132,Bala,49,Male,Trivandrum,Camera,20316,4,UPI,13-12-2023
133,Chetan,18,Female,Kochi,Mobile,36789,2,Cash,17-12-2023
134,Jaya,,Male,Hyderabad,Tablet,31493,4,Card,27-12-2023
135,Jaya,54,Male,Trivandrum,Headphones,33527,4,UPI,26-10-2023
136,Jaya,50,Male,Chennai,Tablet,18759,5,Card,28-09-2023
137,Gopi,28,Male,Bangalore,Laptop,45073,4,Card,10-03-2023
138,Arun,22,Female,Hyderabad,Laptop,32587,5,Cash,09-03-2023
139,Jaya,,Female,Bangalore,Tablet,20735,5,Card,02-02-2023
140,Isha,,Male,Trivandrum,Mobile,47597,4,Card,12-03-2023
141,Arun,47,Male,Chennai,Laptop,11902,1,Card,19-04-2023
142,Esha,25,Female,Hyderabad,Mobile,28369,1,UPI,25-10-2023
143,Isha,33,Female,Trivandrum,Headphones,25981,1,Cash,29-11-2023
144,Jaya,25,Female,Kochi,Camera,22040,3,Card,08-05-2023
145,Gopi,43,Female,Kochi,Tablet,40001,3,UPI,17-02-2023
146,Chetan,58,Female,Trivandrum,Laptop,47135,5,Card,04-08-2023
147,Bala,20,Male,Chennai,Tablet,22801,2,UPI,23-08-2023
148,Chetan,39,Male,Chennai,Mobile,41098,1,Cash,07-09-2023
149,Hari,59,Male,Chennai,Headphones,49453,3,UPI,01-10-2023
150,Gopi,60,Male,Bangalore,Headphones,9720,4,UPI,08-12-2023
151,Gopi,,Male,Bangalore,Headphones,24098,3,Card,21-05-2023
152,Isha,,Female,Chennai,Camera,42991,1,UPI,24-10-2023
153,Gopi,19,Male,Bangalore,Mobile,2399,3,Cash,16-04-2023
154,Arun,,Male,Chennai,Tablet,45482,5,Card,27-06-2023
155,Chetan,,Male,Chennai,Headphones,13614,4,UPI,12-01-2023
156,Chetan,36,Male,Bangalore,Tablet,17408,2,Card,03-03-2023
157,Bala,,Female,Chennai,Headphones,35914,4,UPI,31-03-2023
158,Hari,,Female,Bangalore,Tablet,24718,2,Card,30-04-2023
159,Arun,23,Male,Bangalore,Mobile,13860,1,UPI,30-06-2023
160,Farhan,56,Male,Hyderabad,Camera,6045,4,Card,07-03-2023
161,Bala,,Female,Trivandrum,Tablet,44989,1,UPI,07-12-2023
162,Chetan,24,Male,Bangalore,Tablet,47387,1,Card,09-02-2023
163,Arun,44,Female,Trivandrum,Tablet,29026,4,UPI,28-02-2023
164,Jaya,41,Male,Bangalore,Headphones,44203,1,Card,10-02-2023
165,Chetan,,Female,Kochi,Mobile,33184,4,Card,24-06-2023
166,Esha,,Male,Kochi,Mobile,46236,3,Card,24-07-2023
167,Isha,27,Male,Bangalore,Laptop,38791,4,Cash,25-02-2023
168,Hari,,Male,Trivandrum,Mobile,37707,4,Card,08-02-2023
169,Jaya,24,Female,Bangalore,Laptop,15025,3,Cash,18-06-2023
170,Arun,36,Male,Trivandrum,Camera,11897,4,Card,09-01-2023
171,Isha,54,Male,Chennai,Laptop,26981,1,Card,06-11-2023
172,Gopi,19,Female,Hyderabad,Mobile,34551,4,UPI,15-02-2023
173,Bala,,Female,Trivandrum,Laptop,39730,5,Cash,15-01-2023
174,Arun,,Female,Chennai,Mobile,21671,4,Cash,16-02-2023
175,Chetan,49,Male,Kochi,Camera,47599,5,UPI,30-05-2023
176,Arun,,Male,Kochi,Tablet,19076,5,Card,22-12-2023
177,Esha,26,Female,Trivandrum,Camera,6618,1,Card,09-05-2023
178,Bala,31,Female,Hyderabad,Headphones,42903,1,Cash,25-03-2023
179,Jaya,,Female,Trivandrum,Headphones,26242,2,Card,29-05-2023
180,Gopi,,Male,Kochi,Laptop,49073,3,UPI,03-03-2023
181,Jaya,,Female,Kochi,Headphones,17947,4,Card,10-12-2023
182,Bala,,Male,Hyderabad,Mobile,21412,1,Card,04-03-2023
183,Farhan,23,Male,Trivandrum,Tablet,20395,1,UPI,30-09-2023
184,Isha,,Female,Bangalore,Camera,42875,3,UPI,28-04-2023
185,Hari,55,Female,Bangalore,Tablet,13590,1,UPI,27-02-2023
186,Esha,30,Female,Hyderabad,Tablet,43561,3,Cash,26-06-2023
187,Chetan,,Male,Trivandrum,Tablet,8065,1,Cash,02-01-2023
188,Arun,,Female,Kochi,Laptop,37857,1,Cash,24-04-2023
189,Esha,,Male,Chennai,Laptop,34553,4,Card,06-03-2023
190,Bala,29,Male,Hyderabad,Headphones,42192,5,UPI,11-02-2023
191,Divya,,Female,Trivandrum,Laptop,7515,4,UPI,03-09-2023
192,Jaya,34,Female,Bangalore,Mobile,37231,4,UPI,21-09-2023
193,Hari,22,Female,Bangalore,Camera,8900,3,Cash,25-04-2023
194,Gopi,44,Male,Kochi,Laptop,34885,2,Cash,19-03-2023
195,Divya,57,Male,Bangalore,Camera,7249,5,Card,26-01-2023
196,Bala,30,Male,Hyderabad,Laptop,37831,2,Cash,13-01-2023
197,Isha,35,Female,Bangalore,Laptop,24133,5,Cash,20-01-2023
198,Hari,,Male,Kochi,Mobile,40652,4,Card,01-11-2023
199,Divya,,Male,Trivandrum,Mobile,770,3,Card,27-02-2023
200,Divya,24,Male,Trivandrum,Camera,11314,4,UPI,28-01-2023
201,Bala,57,Female,Kochi,Tablet,34200,3,Card,18-03-2023
202,Divya,,Female,Trivandrum,Tablet,5477,3,UPI,27-01-2023
203,Arun,22,Male,Bangalore,Laptop,12375,1,Card,04-03-2023
204,Farhan,,Male,Kochi,Mobile,8099,1,UPI,21-08-2023
205,Arun,,Male,Hyderabad,Headphones,6320,4,UPI,17-10-2023
206,Isha,,Female,Chennai,Tablet,6507,5,UPI,22-04-2023
207,Esha,,Male,Bangalore,Camera,18639,5,UPI,21-04-2023
208,Farhan,28,Male,Hyderabad,Laptop,34073,1,Cash,19-11-2023
209,Isha,,Male,Trivandrum,Tablet,39840,4,Cash,27-09-2023
210,Isha,42,Male,Trivandrum,Camera,39325,4,Cash,18-05-2023
211,Hari,56,Female,Trivandrum,Headphones,49590,3,Cash,09-09-2023
212,Hari,57,Female,Bangalore,Camera,20169,2,Card,06-06-2023
213,Jaya,,Female,Bangalore,Camera,32227,2,Cash,26-02-2023
214,Farhan,56,Female,Bangalore,Tablet,49464,2,Cash,26-08-2023
215,Esha,48,Female,Kochi,Headphones,5373,1,UPI,22-09-2023
216,Gopi,35,Female,Trivandrum,Laptop,11346,5,UPI,27-03-2023
217,Farhan,42,Male,Bangalore,Laptop,34865,4,Card,06-09-2023
218,Divya,,Male,Hyderabad,Camera,22243,4,Cash,25-05-2023
219,Chetan,37,Male,Kochi,Laptop,23065,5,Cash,15-02-2023
220,Arun,56,Female,Chennai,Laptop,4724,1,Cash,16-04-2023
221,Isha,22,Male,Kochi,Mobile,1645,5,UPI,08-08-2023
222,Isha,37,Female,Chennai,Camera,26694,3,Cash,11-01-2023
223,Farhan,,Female,Chennai,Camera,27545,4,Cash,22-10-2023
224,Esha,27,Female,Kochi,Headphones,28798,1,Cash,15-11-2023
225,Chetan,,Female,Trivandrum,Mobile,37475,2,UPI,17-09-2023
226,Divya,,Male,Kochi,Laptop,49070,2,UPI,31-01-2023
227,Hari,,Male,Kochi,Headphones,4636,4,Cash,12-11-2023
228,Chetan,54,Female,Chennai,Camera,24650,3,Cash,21-03-2023
229,Esha,,Female,Hyderabad,Laptop,6220,3,Card,10-11-2023
230,Gopi,54,Female,Kochi,Headphones,6301,5,Cash,18-09-2023
231,Chetan,59,Female,Hyderabad,Camera,15043,3,Card,07-10-2023
232,Gopi,,Male,Kochi,Laptop,34146,1,Card,01-07-2023
233,Farhan,,Female,Hyderabad,Mobile,24790,4,UPI,30-12-2023
234,Isha,55,Male,Hyderabad,Headphones,2950,3,Card,23-09-2023
235,Chetan,46,Female,Hyderabad,Tablet,12827,4,UPI,13-07-2023
236,Esha,34,Male,Trivandrum,Tablet,19564,4,Card,25-02-2023
237,Farhan,,Male,Bangalore,Mobile,2657,3,Card,04-05-2023
238,Farhan,21,Female,Hyderabad,Headphones,6628,5,Cash,02-08-2023
239,Bala,37,Male,Kochi,Tablet,29075,3,UPI,12-08-2023
240,Hari,,Female,Chennai,Mobile,8554,1,Card,24-01-2023
241,Gopi,,Male,Hyderabad,Tablet,38347,1,UPI,16-04-2023
242,Hari,,Male,Chennai,Laptop,2915,1,Card,13-09-2023
243,Esha,,Male,Trivandrum,Camera,37896,3,UPI,18-10-2023
244,Hari,,Female,Kochi,Headphones,39051,3,Cash,26-05-2023
245,Gopi,25,Male,Trivandrum,Camera,48024,3,Cash,15-09-2023
246,Isha,41,Male,Bangalore,Camera,19040,4,Card,11-05-2023
247,Gopi,32,Male,Hyderabad,Headphones,28825,5,UPI,07-11-2023
248,Divya,,Female,Bangalore,Headphones,20452,5,Card,18-03-2023
249,Arun,,Male,Hyderabad,Camera,30591,1,UPI,26-08-2023
250,Chetan,,Female,Bangalore,Tablet,22392,2,Cash,29-09-2023
251,Jaya,53,Female,Chennai,Camera,34287,4,Cash,17-12-2023
252,Bala,,Male,Chennai,Headphones,36353,1,UPI,18-02-2023
253,Bala,,Male,Bangalore,Tablet,35799,1,UPI,30-11-2023
254,Jaya,,Male,Hyderabad,Camera,38347,1,Cash,25-08-2023
255,Chetan,,Female,Bangalore,Laptop,45387,3,Card,19-03-2023
256,Isha,54,Male,Kochi,Tablet,22734,1,UPI,17-03-2023
257,Arun,,Male,Chennai,Laptop,32588,1,UPI,25-06-2023
258,Farhan,18,Female,Chennai,Laptop,3161,1,Card,24-05-2023
259,Chetan,,Female,Hyderabad,Camera,15037,5,Cash,20-06-2023
260,Farhan,,Male,Trivandrum,Headphones,26730,4,Cash,13-07-2023
261,Isha,,Female,Bangalore,Mobile,8516,5,UPI,14-05-2023
262,Divya,,Female,Bangalore,Camera,19028,5,Card,12-09-2023
263,Arun,,Female,Hyderabad,Headphones,34345,2,Cash,30-06-2023
264,Jaya,24,Female,Hyderabad,Tablet,20416,1,Cash,06-05-2023
265,Arun,,Male,Chennai,Tablet,13780,1,UPI,26-10-2023
266,Divya,28,Male,Chennai,Mobile,32862,4,UPI,08-06-2023
267,Chetan,38,Female,Hyderabad,Laptop,29079,2,Card,08-07-2023
268,Farhan,,Male,Kochi,Headphones,27995,2,Cash,23-05-2023
269,Chetan,28,Female,Kochi,Camera,33803,4,Card,13-10-2023
270,Farhan,,Male,Hyderabad,Headphones,30723,4,Cash,07-12-2023
271,Arun,,Female,Bangalore,Mobile,5278,1,Cash,30-03-2023
272,Hari,53,Female,Trivandrum,Camera,23311,2,Cash,05-11-2023
273,Jaya,31,Female,Kochi,Headphones,49419,4,Card,15-01-2023
274,Bala,,Female,Chennai,Headphones,46780,4,Card,03-04-2023
275,Arun,,Male,Chennai,Tablet,13020,3,Card,03-12-2023
276,Jaya,29,Female,Kochi,Camera,28587,2,Card,22-09-2023
277,Chetan,31,Male,Hyderabad,Laptop,26537,4,Card,29-09-2023
278,Arun,45,Female,Hyderabad,Headphones,10500,3,UPI,14-07-2023
279,Bala,23,Female,Trivandrum,Tablet,29018,4,Card,26-11-2023
280,Bala,,Female,Bangalore,Tablet,11667,5,Cash,13-03-2023
281,Hari,,Male,Kochi,Tablet,10778,2,Cash,20-05-2023
282,Jaya,,Male,Chennai,Headphones,11190,4,Cash,17-11-2023
283,Arun,,Female,Bangalore,Camera,35914,3,Cash,20-04-2023
284,Hari,,Female,Kochi,Camera,27652,3,Card,19-08-2023
285,Jaya,,Female,Kochi,Tablet,38479,4,Cash,31-10-2023
286,Isha,,Male,Trivandrum,Camera,33277,4,Card,26-05-2023
287,Chetan,,Male,Trivandrum,Camera,37202,5,Card,02-07-2023
288,Chetan,,Female,Hyderabad,Laptop,32099,1,Card,26-02-2023
289,Divya,55,Female,Bangalore,Headphones,20585,1,UPI,31-08-2023
290,Chetan,,Female,Hyderabad,Camera,12937,3,Cash,02-07-2023
291,Arun,51,Male,Chennai,Headphones,39794,5,UPI,23-09-2023
292,Hari,47,Female,Chennai,Tablet,36757,1,Cash,26-02-2023
293,Esha,44,Male,Trivandrum,Mobile,48458,4,Cash,30-04-2023
294,Farhan,,Female,Kochi,Headphones,40950,2,Cash,21-07-2023
295,Gopi,,Male,Trivandrum,Laptop,15681,2,UPI,27-12-2023
296,Divya,39,Female,Bangalore,Laptop,29885,1,Card,08-06-2023
297,Farhan,39,Female,Chennai,Tablet,2243,2,UPI,22-09-2023
298,Bala,,Female,Hyderabad,Headphones,16440,1,Cash,18-03-2023
299,Hari,56,Male,Trivandrum,Tablet,2736,3,UPI,03-11-2023
300,Gopi,,Male,Chennai,Mobile,14710,3,Card,18-10-2023
301,Arun,41,Female,Bangalore,Laptop,21456,3,UPI,24-11-2023
302,Arun,,Male,Chennai,Headphones,41465,4,Cash,26-11-2023
303,Divya,,Male,Hyderabad,Camera,7105,3,Card,12-08-2023
304,Arun,,Male,Trivandrum,Tablet,17112,1,UPI,04-03-2023
305,Chetan,,Female,Trivandrum,Mobile,33085,1,UPI,25-09-2023
306,Jaya,,Female,Hyderabad,Laptop,34906,2,Card,13-10-2023
307,Jaya,27,Female,Chennai,Laptop,29064,1,Card,25-03-2023
308,Divya,27,Male,Kochi,Laptop,16900,5,Card,28-10-2023
309,Gopi,30,Male,Kochi,Laptop,47270,2,Card,09-04-2023
310,Farhan,,Male,Kochi,Laptop,40462,5,Card,24-06-2023
311,Isha,,Female,Chennai,Mobile,3108,1,UPI,23-08-2023
312,Bala,18,Male,Chennai,Laptop,1350,1,Card,27-09-2023
313,Gopi,53,Female,Kochi,Tablet,22698,1,Card,01-01-2024
314,Farhan,23,Female,Chennai,Mobile,24072,5,UPI,20-10-2023
315,Esha,,Male,Kochi,Camera,43087,5,Card,31-10-2023
316,Divya,,Female,Hyderabad,Mobile,40641,5,Cash,10-05-2023
317,Farhan,,Male,Bangalore,Laptop,9608,5,Card,17-09-2023
318,Esha,50,Male,Bangalore,Camera,21493,1,UPI,17-11-2023
319,Hari,,Female,Kochi,Camera,33350,4,UPI,14-03-2023
320,Esha,,Male,Chennai,Tablet,41090,5,UPI,25-12-2023
321,Arun,,Male,Bangalore,Mobile,5335,2,Card,20-09-2023
322,Esha,58,Female,Kochi,Laptop,6956,2,Cash,12-06-2023
323,Divya,,Male,Bangalore,Laptop,14086,4,UPI,03-09-2023
324,Farhan,,Female,Hyderabad,Tablet,25887,5,Card,14-02-2023
325,Gopi,,Female,Kochi,Tablet,7676,2,Card,03-10-2023
326,Esha,,Male,Bangalore,Camera,29946,4,Card,18-03-2023
327,Hari,57,Female,Bangalore,Laptop,40001,2,Cash,10-03-2023
328,Farhan,,Male,Bangalore,Camera,7619,1,Card,26-07-2023
329,Gopi,,Female,Hyderabad,Camera,46816,3,Cash,06-11-2023
330,Chetan,,Female,Bangalore,Laptop,29836,2,Card,19-09-2023
331,Hari,30,Male,Chennai,Headphones,9979,5,UPI,08-03-2023
332,Hari,,Female,Hyderabad,Tablet,19184,3,Cash,02-10-2023
333,Hari,42,Female,Bangalore,Camera,893,5,Cash,03-01-2023
334,Farhan,,Male,Kochi,Mobile,23660,3,Cash,20-11-2023
335,Bala,18,Female,Hyderabad,Laptop,13279,1,Card,04-04-2023
336,Hari,34,Female,Hyderabad,Laptop,38990,5,Card,03-02-2023
337,Arun,58,Female,Chennai,Tablet,41765,2,Card,26-08-2023
338,Hari,,Female,Bangalore,Mobile,35038,2,Cash,21-03-2023
339,Chetan,44,Male,Hyderabad,Headphones,36299,4,Cash,14-09-2023
340,Hari,51,Male,Kochi,Laptop,5005,1,Card,24-10-2023
341,Chetan,,Male,Trivandrum,Camera,15890,5,Card,23-05-2023
342,Divya,60,Male,Chennai,Tablet,1114,4,Card,10-06-2023
343,Hari,,Female,Trivandrum,Camera,23661,5,Card,27-11-2023
344,Jaya,,Female,Bangalore,Mobile,8560,1,UPI,30-12-2023
345,Hari,,Female,Hyderabad,Tablet,14607,4,Card,06-06-2023
346,Isha,58,Male,Trivandrum,Tablet,6504,4,Cash,23-01-2023
347,Hari,,Female,Bangalore,Tablet,9141,1,UPI,16-02-2023
348,Farhan,32,Female,Bangalore,Mobile,27908,5,UPI,07-10-2023
349,Jaya,54,Male,Hyderabad,Mobile,1970,4,UPI,12-08-2023
350,Bala,,Male,Bangalore,Camera,49681,5,Cash,08-01-2023
351,Farhan,45,Male,Chennai,Tablet,39065,4,Card,03-12-2023
352,Jaya,57,Female,Bangalore,Tablet,45588,5,Card,03-02-2023
353,Jaya,24,Male,Hyderabad,Headphones,46543,4,UPI,01-01-2023
354,Hari,,Male,Bangalore,Mobile,41018,5,Card,08-07-2023
355,Arun,,Female,Bangalore,Mobile,8178,1,UPI,21-01-2023
356,Divya,60,Female,Kochi,Laptop,8363,5,Card,26-02-2023
357,Chetan,,Male,Kochi,Camera,4121,1,UPI,01-02-2023
358,Gopi,,Female,Chennai,Camera,15811,5,Cash,17-07-2023
359,Jaya,,Female,Chennai,Mobile,17195,4,UPI,20-03-2023
360,Hari,,Male,Chennai,Camera,7386,4,UPI,30-04-2023
361,Farhan,44,Male,Chennai,Mobile,42499,3,UPI,15-01-2023
362,Isha,56,Female,Bangalore,Camera,29038,2,UPI,27-08-2023
363,Isha,,Male,Hyderabad,Headphones,47873,4,Card,30-07-2023
364,Arun,44,Female,Hyderabad,Tablet,1265,5,Cash,04-06-2023
365,Chetan,,Female,Chennai,Headphones,41479,1,UPI,23-02-2023
366,Bala,38,Male,Trivandrum,Headphones,18269,2,Card,19-01-2023
367,Farhan,51,Female,Kochi,Mobile,47973,5,Cash,29-08-2023
368,Arun,31,Female,Bangalore,Tablet,5314,4,Cash,27-09-2023
369,Gopi,46,Male,Kochi,Camera,36704,2,UPI,10-02-2023
370,Hari,,Female,Bangalore,Laptop,32419,4,UPI,06-09-2023
371,Isha,,Male,Chennai,Headphones,41057,1,UPI,02-07-2023
372,Arun,36,Male,Kochi,Tablet,27495,5,Cash,02-12-2023
373,Farhan,38,Female,Hyderabad,Tablet,8474,1,Card,02-12-2023
